ID_ASIGNATURA,NOMBRE,CREDITOS,HORAS,DEPARTAMENTO,OFICIAL
1894,SUBESTACIONES ELECTRICAS,6,3,,1
1895,ASPECT LEGALES ORGAN AT'N MEDICA,8,4,,1
1896,INSTALACIONES HOSPITALARIAS,8,4,,1
1897,TEMAS SELEC INGEN SIST BIOMED IV,8,4,,1
1898,TEMAS SELEC INGEN SIST BIOMED V,8,4,,1
1899,TEMAS SELEC INGEN SIST BIOMED VI,8,4,,1
189,ESTRATIGRAFIA,6,3,,1
18,ADMINISTRACION,6,3,,1
1901,AUTOMATIZACION Y ROBOTICA,8,4,,1
1909,EVALUACION PROYTOS.INVERSION,6,3,,1
1911,HIDROELECTROMETALURGIA,9,4.5,,1
1914,INSTALACIONES MINERO.METALURGICAS,6,3,,1
1916,PROCESAMIENTO DIGITAL IMAGEN,8,4,,1
1918,PROCESOS INDUSTRIALES,8,4,,1
192,ESTUDIO DEL TRABAJO,10,5,,1
1935,TRATAMIENTO AGUAS RESIDUALES,9,4.5,,1
1936,SISTEMAS ELECTRICOS POTEN.I,10,5,,1
1937,MICROPROCESADORES-MICROCONT.,10,5,,1
1938,ECONOMIA MINERA,9,4.5,,1
1939,INSTALACIONES MINERO METALUR,8,4,,1
1943,PROCESOS INDUSTRIALES,8,4,,1
1944,SISTEMAS ARTIFICIALES PRODUC,9,4.5,,1
1947,ADMINISTRACION DE PROYECTOS,6,3,,1
1952,GEOLOGIA AMBIENTAL,6,3,,1
1955,EVALUACION DE PROYECTOS DE INVERSION,8,4,,1
1956,PROYECTO DE INGENIERIA,6,3,,1
1957,ELECTRONICA PARA TELECOMUNICACIONS,11,5.5,,1
1958,PROCESAMIENTO DIGITAL DE SEÑALES,9,4.5,,1
1959,SISTEMAS DISTRIBUIDOS,8,4,,1
1960,PRACTICAS PROFESIONALES,6,3,,1
1961,ADMINISTRACION INTEGRAL YACIMIENTO,9,4.5,,1
1962,CONDUCCION Y MANEJO PRODUC. HIDROCA,9,4.5,,1
1963,INGENIERIA DE YACIMIENTOS DE GAS,9,4.5,,1
1964,TEMAS SEL. DE PROGRAMACION I,6,3,,1
1965,TEM. SEL. DE INGENIERIA PETROLERA,6,3,,1
1966,INTEGRACION DE PROYECTOS,6,3,,1
1967,INVERSION DE DATOS GEOFISICO,6,3,,1
1968,PETROFISICA REGIS.GEOFISICOS POZO,11,5.5,,1
1969,PROSPECCION ELECTROMAGNETICA,9,4.5,,1
1970,GEOLOGIA HISTORICA Y DE MEXICO,9,4.5,,1
1971,OPERACIONES AUXILIARES EXPL. D MINAS,9,4.5,,1
1972,ADMINISTRACION REGULACION TELECOM.,6,3,,1
1973,SISTEMAS ELECTRONICOS LINEALES,8,4,,1
1974,REDES INALAMBRICAS Y MOVILES,6,3,,1
1975,SISTEMAS DE RADIOCOMUNICACIONES II,9,4.5,,1
1976,ESTANCIA,20,10,,1
1977,TEMAS SELEC INGEN SIST BIOMED VII,8,4,,1
1978,TEMAS SELEC AREA MEDICO BIOLOGICA,8,4,,1
1980,CARACTERIZACION ESTATICA DE YACIMIEN,8,4,,1
1981,COMPORTAMIENTO DE YACIMIENTOS,12,6,,1
1982,FLUJO MULTIFASICO EN TUBERIAS,8,4,,1
1983,PRODUCTIVIDAD DE POZOS,8,4,,1
1984,CARACTERIZAC DINAMICA DE YACIMIENTOS,8,4,,1
1985,PERFORACION NO CONVENCIONAL,12,6,,1
1986,RECUPERACION SECUNDARIA Y MEJORADA,12,6,,1
1987,SISTEMAS ARTIFICIALES DE PRODUCCION,12,6,,1
1988,INGENIERIA DE YACIMIENTOS DE GAS,8,4,,1
1989,TERMINACION Y MANTENIMIENTO DE POZOS,10,5,,1
1990,ADMINISTRACION INTEGRAL DE YACIMIENT,8,4,,1
1991,CONDUC MANEJO DE PRODUCC HIDROCARBU,8,4,,1
1992,ECONOMIA DE LOS HIDROCARBUROS,4,2,,1
1993,LEGISLACION DE  INDUSTRIA PETROLERA,8,4,,1
1994,PLANEACION Y EVALUAC PROYEC PETROLER,6,3,,1
1995,PROYECTOS INTEGRALES PETROLEROS,6,3,,1
1996,CIRCUITOS DIGITALES,10,5,,1
1997,FUNDAMENTOS DE CONTROL,10,5,,1
1998,MAQUINAS ELECTRICAS I,10,5,,1
1999,SISTEMAS DE COMUNICACIONES ELECTRONI,10,5,,1
2000,INSTRUMENTACION ELECTRONICA,8,4,,1
2001,INTRODUCCION A LA CONVERS.ENERGIA,6,3,,1
2002,PLANEACION SISTEMAS GENERAC.ELECTR,6,3,,1
2003,SISTEMAS DE DISTRIBUCION,6,3,,1
2004,SISTEMAS DE TRANSPORTE ELECTRICO,6,3,,1
2005,TEM.SEL.DE CONTROL Y ROBOTICA,6,3,,1
2006,TEM.SEL.DE ELECTRONICA,6,3,,1
2007,TEM.SEL.DE FISICA CONTEMPORANEA,7,3.5,,1
2008,TEM.SEL.DE INGENIERIA ELECTRICA,6,3,,1
2009,TEM.SEL.DE SISTEMAS ENERGETICOS,6,3,,1
2010,ASIGNAT.SOCIOHUMANIS.EN OTRA ENTID,6,3,,1
2011,PERFORACION POZOS AGUAS PROFUNDAS,8,4,,1
2012,USO EFICIENTES EN EQUIPOS SERVICIO,6,3,,1
2013,REGISTROS EN POZO ENTUBADO,8,4,,1
2014,PERCEPCION REMOTA APLICADA,7,3.5,,1
2015,TEMAS SELECTOS EXPLORACION MINERA,6,3,,1
2016,FUENTE SISMICA,6,3,,1
2017,ANALISIS DE REGISTROS SISMICOS,6,3,,1
2018,SISMOLOGIA DE MOVIMIENTOS FUERTES,6,3,,1
2019,TEMAS SELECTOS DE SISMOLOGIA,6,3,,1
2020,FISICA DE LA ATMOSFERA,9,4.5,,1
2021,SINOPSIS ATMOSFERICA,6,3,,1
2022,CLIMATOLOGIA,6,3,,1
2023,HIDROGEOLOGIA DE CONTAMINANTES,6,3,,1
2024,MODELACION DEL AGUA SUBTERRANEA,6,3,,1
2025,TEMAS SELECTOS DE HIDROGEOLOGIA,6,3,,1
2026,PROCESAMIENTO DATOS SISMICOS PETRO.,7,3.5,,1
2027,TEMAS SELECTOS EXPLORACION PETROL.,6,3,,1
2028,SISMOLOGIA APLICADA A LA GEOTECNIA,6,3,,1
2029,TEMAS SELECTOS DE GEOTECNIA,6,3,,1
2030,GEOQUIMICA APLICADA,6,3,,1
2032,TEMAS SELECTOS DE GEOFISICA AMBIEN.,6,3,,1
2033,CIENCIA DEL SUELO,6,3,,1
2034,HIDROGEOQUIMICA,6,3,,1
2035,CONTROL APLICADO,8,4,,1
2036,SISTEMAS DE INFORMAC. GEOGRAFICA I,9,4.5,,1
2037,TEMAS SELECTOS DE AMBIENTAL,6,3,,1
2038,DISEÑO OPERACION ALMACEN. RESID. MIN,6,3,,1
2039,EXPLOTACION DE CARBON,6,3,,1
2040,EXPLOTACION MINERALES ROCAS ORNAM.,6,3,,1
2041,FENOMENOS INTERFACIALES,6,3,,1
2042,MOLIENDA FINA Y ULTRAFINA,6,3,,1
2043,PRODUCCION DE CEMENTO,6,3,,1
2044,PROCESAMIENTO MATERIALES RESIDUALS,6,3,,1
2045,TEMAS SELECTOS DE METALURGIA,6,3,,1
2046,TEMAS SELECTOS DE MINERIA,6,3,,1
2048,DISPOSITIVOS CUANTICOS,6,3,,1
2049,DISPOSITIVOS OPTICOS,6,3,,1
2050,DETECCION Y ESTIMACION,6,3,,1
2051,FILTROS DIGITALES,6,3,,1
2052,LEGISLACION NORMALIZACION TELECOM.,6,3,,1
2053,PROCESAMIENTO ADAPTABLE DE SEÑALES,6,3,,1
2054,PROCESAMIENTO VIDEO DIGITAL COMUN.,6,3,,1
2055,RADIODIFUSION,6,3,,1
2056,REDES DE DATOS II,6,3,,1
2057,REDES OPTICAS Y DE MICROONDAS,6,3,,1
2059,TEMAS SELECTOS DE TELECOMUNICACION,6,3,,1
2060,ESTRUCTURAS DE PAVIMENTOS,9,4.5,,1
2061,HIDRAULICA URBANA,9,4.5,,1
2062,PROYEC. ESTRUC. EDIF.CONCRET.MAMPOST,9,4.5,,1
2063,PROYECTO DE ESTRUCTURAS METALICAS,9,4.5,,1
2064,TRATAMIENTO AGUA PARA CONSUM.HUMAN.,9,4.5,,1
2065,AUTOMATIZACION PROCES. CARTOGRAFIC.,8,4,,1
2066,CATASTRO,9,4.5,,1
2067,SIMULACION NUMER YACIM NATUR FRACTUR,8,4,,1
2068,HIDROGRAFIA,9,4.5,,1
2069,YACIMIENTOS GAS BAJA PERMEABILIDAD,8,4,,1
2070,TOPOGRAFIA DE YACIMIENTOS MINERALS,8,4,,1
2071,TEMAS SELECTOS CIENCIAS ATMOSFERICAS,6,3,,1
2072,TEMAS SELECTOS DE MATERIALES,8,4,,1
2073,DIAGNOSTICOS ENERGETICOS,8,4,,1
2074,DISEÑO DE SISTEMAS TERMICOS,8,4,,1
2076,MAQUINAS DE DESPLAZAMIENTO POSITIVO,8,4,,1
2077,TEMAS SELECTOS DE TERMOFLUIDOS I,8,4,,1
2078,TEMAS SELECTOS DE TERMOFLUIDOS II,8,4,,1
2079,BIOMATERIALES,10,5,,1
2080,RECURSOS Y NECESIDADES DE MEXICO,8,4,,1
2081,EQUIPOS Y HERRAMIENTAS PERFOR POZOS,8,4,,1
2082,EXPLORACION GEOTERMICA,8,4,,1
2083,EXPLORACION Y EVALUAC AGUAS SUBTERR,8,4,,1
2084,GEOLOGIA MARINA,8,4,,1
2085,GEOLOGIA URBANA,8,4,,1
2086,GEOMECANICA,8,4,,1
2087,GEOQUIMICA ORGANICA,8,4,,1
2088,GEOTECNIA DE EXCAVACION,8,4,,1
2089,HIDROGEOLOGIA DE CONTAMINANTES,8,4,,1
2090,MECANICA DE SUELOS CIENCIAS DE TIERR,8,4,,1
2091,MODELACION NUMERICA ING GEOLOGICA,8,4,,1
2092,MODELACION NUMERICA COMPUT ACUIFEROS,8,4,,1
2093,PALEONTOLOGIA ESTRATIGRAFICA,8,4,,1
2094,PETROFISICA Y REGIST GEOFISIC POZOS,10,5,,1
2095,RIESGO GEOLOGICO,8,4,,1
2096,TEMAS SELEC INGEN GEOLOGICA I,8,4,,1
2097,TEMAS SELEC INGEN GEOLOGICA II,8,4,,1
2098,TEMAS SELEC INGEN GEOLOGICA III,8,4,,1
2099,YACIMIENT MINERALS TECNIC ANALITICAS,9,4.5,,1
2103,CALIDAD,8,4,,1
2115,EXPLOR.Y EVAL.DE AGUAS SUB.,6,3,,1
2121,MECANICA DE ROCAS,6,3,,1
2125,PREPARACION MECANICA DE MINERALES,9,4.5,,1
2128,PROCESAMIENTO DATOS GEOFISIC,9,4.5,,1
2135,ROBOTICA,10,5,,1
2137,SISTEMAS MEJORAMIENTO AMBIEN,8,4,,1
213,FISICA MODERNA,6,3,,1
2147,VENTILACION,6,3,,1
214,FLUJO DE FLUIDOS MEDIO POROS,6,3,,1
2156,EVALUACION DE PROYECTOS,6,3,,1
2160,EVALUACION AMBIENTAL,6,3,,1
2165,SISTEMAS DE MANUFACTURA FLEXIBLE,8,4,,1
2171,SISTEMAS ELECTRON. LINEALES,7,3.5,,1
2172,TEM.SEL. DE MECATRONICA,8,4,,1
2180,SIMULACION MATEM.YACIMIENTOS,9,4.5,,1
2188,ETICA PROFESIONAL,6,3,,1
2189,PROYECTO TERMINAL MODULO SELECCIONAD,6,3,,1
21,AIRE ACONDI.Y REFRIGERACION,10,5,,1
2200,MOVILIDAD I,4,2,,1
2201,MOVILIDAD II,6,3,,1
2202,MOVILIDAD III,6,3,,1
2203,MOVILIDAD IV,6,3,,1
2204,MOVILIDAD V,6,3,,1
2205,MOVILIDAD VI,6,3,,1
2206,MOVILIDAD VII,8,4,,1
2207,MOVILIDAD VIII,8,4,,1
2208,MOVILIDAD IX,8,4,,1
2209,MOVILIDAD X,8,4,,1
2210,MOVILIDAD XI,10,5,,1
2211,FISICA EXPERIMENTAL,10,5,,1
2212,INTRODUCCION A LA INGENIERIA MECANIC,6,3,,1
2300,FUNDAMENTOS DE RADIO-ELECTRON.ESPAC,6,3,,1
2301,FUNDAMENTOS SISTEMAS COMANDO MANEJ,6,3,,1
2302,INNOVACION TECNOL.PROSPEC.TELECOMUN,6,3,,1
2303,INTRODUCC.ANALISIS COMPATIBIL.ELECTR,6,3,,1
2304,PROYECTO INVESTI.PARA TELECOMUNICAC.,6,3,,1
2305,"TEMAS SEL.DE NORMALIZAC,DESARR.INDUS",6,3,,1
2306,TEMAS SEL. DE TELECOMUNICACIONES,6,3,,1
2307,POLITICA Y LEGISLACION TELECOMUNICAC,6,3,,1
2308,TECNOLOGIAS PARA SOCIEDAD INFORMACIO,6,3,,1
2309,REDES EMBEBIDAS INALAMBRICAS,6,3,,1
230,DISEÑO ESTRUCTURAL,9,4.5,,1
2310,TECNOLOGIAS E INTERCONEXION REDES II,6,3,,1
2311,CODIFICACION MULTIMEDIA,6,3,,1
2312,TRANSMISION MULTIMEDIA,6,3,,1
2313,ANTENAS RECONFIGUR.ARREGLOS ANTENAS,6,3,,1
2314,INTRODUCC. A LOS SISTEMAS EMBEBIDOS,6,3,,1
2315,REDES OPTICAS Y DE ACCESO,6,3,,1
234,EDIFICACION,6,3,,1
2400,MATERIALES I,10,5,,1
2500,MATERIALES II,10,5,,1
2501,SISTEMAS DE CONVERSION ENERG.TERMICA,2,1,,1
2503,TEORIA DEL POTENCIAL APLIC.GEOFISICA,8,4,,1
2504,VARIABLE COMPLEJA APLIC.GEOFISICA,8,4,,1
252,GEOLOGIA ESTRUCTURAL,9,4.5,,1
2600,ESTADISTICA APLICADA A ING. CIVIL,6,3,,1
2601,INGENIERIA AMBIENTAL II,6,3,,1
2602,CONTABILIDAD F INANCIERA Y DE COSTOS,8,4,,1
2603,MANUFACTURA II,10,5,,1
2605,ANALISIS ESPECTRAL DE SEÑALES,8,4,,1
2606,FISICA DE LAS ONDAS,8,4,,1
2607,FUNDAMENTOS DE TEORIA ELECTROMAGNET,8,4,,1
2700,TEMAS ESP. DE SISTEMAS I,6,3,,1
2701,EXPLOTACION DE MINAS SUBTERRANEAS,8,4,,1
2702,MECANICA APLIC.PROCEDIM.CONSTRUCCION,8,4,,1
2703,PREPARACION Y CONCENTRAC.MINERALES,8,4,,1
2704,PROCESAM.SEÑALES DIGITAL.TIEMPO REAL,8,4,,1
2705,REDES DE TELECOMUNICACIONES,8,4,,1
2706,TRANSMISORES Y RECEPTORES,10,5,,1
2707,INTRODUCCION DISEÑO FILTROS DIGITALE,8,4,,1
2708,PROSPECCION GRAVIMETRICA-MAGNETOMETR,10,5,,1
2709,PROSPECCION SISMICA I,8,4,,1
274,ESTRUCTURAS DE CONCRETO,9,4.5,,1
275,ESTRUCTURAS ISOSTATICAS,9,4.5,,1
2800,ALCANTARILLADO SANITARIO-PLUVIAL,6,3,,1
2801,DIMENSIONAM.ELEMENTOS ESTRUCTURALES,6,3,,1
2802,AHORRO DE ENERGIA,8,4,,1
2803,INGENIERIA DE TRANSITO,6,3,,1
2804,DISEÑO DE LA CADENA DE SUMINISTROS,8,4,,1
2805,INSTALACIONES INDUSTRIALES,8,4,,1
2806,DINAMICA DE MAQUINARIA,10,5,,1
2807,ADMINISTRACION APLICADA A LA MINERIA,8,4,,1
2808,EXPLOTACION DE MINAS A CIELO ABIERTO,8,4,,1
2809,GESTION AMBIENTAL EN MINERIA,8,4,,1
2810,HIDRO Y PIROMETALURGIA,8,4,,1
2813,SISTEMAS DE RADIO-COMUNICACIONES I,8,4,,1
2814,TECNOLOGIAS E INTERCONEXION DE REDES,8,4,,1
2815,INTRODUCCION AL TRATAMIENTO  SEÑALES,8,4,,1
2816,PROSPECCION ELECTRICA,10,5,,1
2817,PROSPECCION SISMICA II,8,4,,1
289,GEOMORFOLOGIA,6,3,,1
2900,MAQUINAS ELECTRICAS II,10,5,,1
2901,PROCESAMIENTO DIGITAL DE SEÑALES,8,4,,1
2902,SISTEMAS EMBEBIDOS INSTRUM.CONTROL,8,4,,1
2903,TEMAS SEL.DE CONTROL Y ROBOTICA,6,3,,1
2904,FISIOLOGIA SISTEMAS HOMEOSTATICOS,8,4,,1
2905,FISIOLOGIA SISTEMA ENDOCRINO-NERVIOS,8,4,,1
2906,INGENIERIA CLINICA,8,4,,1
2907,MAQUINAS ELECTRICAS III,8,4,,1
2908,SISTEMAS ELECTRICOS DE POTENCIA II,10,5,,1
2909,CONTROL AVANZADO,10,5,,1
2910,CONTROLADORES INDUSTRIALES PROGRAM.,8,4,,1
2911,ROBOTICA INDUSTRIAL,8,4,,1
2912,INTRODUCCION A SISTEMAS ENERGETICOS,8,4,,1
2913,INGENIERIA DEL TRANSPORTE I,6,3,,1
2914,SISTEMAS DE CONTROL,10,5,,1
2915,INGENIERIA DEL TRANSPORTE II,6,3,,1
2916,INTEGRACION DE PROYECTOS,4,2,,1
2917,PRACTICAS PROFESIONAL.ING.INDUSTRIAL,12,6,,1
2919,ANALISIS Y MEJORA DE PROCESOS,6,3,,1
2920,DIRECCION DE PROYECTOS,6,3,,1
2921,SIMULACION,6,3,,1
2922,ANALISIS POR ELEMENTOS FINITOS,10,5,,1
2923,INGENIERIA ASISTIDA POR COMPUTADORA,10,5,,1
2924,MANUFACTURA III,10,5,,1
2925,MATERIALES III,10,5,,1
2926,SISTEMAS TERMOENERGETICOS,6,3,,1
2927,SISTEMAS EMBEBIDOS AVANZADOS,8,4,,1
2928,ADMINISTRACION DE POYECTOS TIC,8,4,,1
2929,BASES DE DATOS AVANZADAS,8,4,,1
2930,CRIPTOGRAFIA,8,4,,1
2931,NEGOCIOS ELECTRON.Y DESARR.DE WEB,8,4,,1
2932,ANALIS.PROCESAM.INTELIGEN.DE TEXTOS,8,4,,1
2933,MINERIA DE DATOS,8,4,,1
2934,SEGURIDAD INFORMATICA BASICA,8,4,,1
2935,ASTRONOMIA DE POSICION,9,4.5,,1
2936,CARTOGRAFIA DIGITAL,9,4.5,,1
2937,GEOMATICA APLICADA AL ORDENAM.TERRIT,9,4.5,,1
2938,GEOMATICA APLICADA AL TRANSPORTE,9,4.5,,1
2939,METODOS GEOFISICOS,9,4.5,,1
2940,PREANALISIS Y DISEÑO PROYEC.TOPOGRAF,9,4.5,,1
2941,PROGRAMACION APLIC. A LA GEOMATICA,6,3,,1
2942,TOPOGRAFIA APLIC.CONSTRUC.EDIFICACIO,9,4.5,,1
2944,ADMON.CENTROS TECNOLOGIA INFORMACIO,8,4,,1
2945,ADMON.SERVICIOS DE INTERNET,8,4,,1
2946,ARQUITECTURA CLIENTE-SERVIDOR,6,3,,1
2947,BASES DE DATOS DISTRIBUIDAS,8,4,,1
2948,COMPUTACION GRAFICA AVANZADA,8,4,,1
2949,FISICA CUANTICA,8,4,,1
2950,PROCESAMIENTO DE LENGUAJE NATURAL,6,3,,1
2951,PROGRAMACION MASIVA  ARQ.UNIFICADA,8,4,,1
2952,PROYECTO INVEST. ING. EN COMPUTACION,6,3,,1
2953,ROBOTS MOVILES,6,3,,1
2954,SEGURIDAD INFORMATICA AVANZADA,8,4,,1
2955,SEMINARIO TITULACION ING. EN COMPUT.,6,3,,1
2956,TEMAS SEL. DE ING. EN COMPUTACION I,8,4,,1
2957,TEMAS SEL. DE ING. EN COMPUTACION II,8,4,,1
2958,TEMAS SEL. DE ING.EN COMPUTACION III,6,3,,1
2959,ANALISIS EVALUCION PROYECTOS INVERS.,8,4,,1
2960,DISEÑO DE OPERACIONES METALURGICAS,8,4,,1
2961,INTRODUCCION DISEÑO OPERAC. MINERAS,8,4,,1
2962,REGULACION DE LAS TELECOMUNICACIONES,6,3,,1
2963,SISTEMAS DE RADIO-COMUNICACIONES II,8,4,,1
2964,GESTION DE SEGURIDAD E HIGIENE,8,4,,1
2965,DISEÑO DE OPERACIONES MINERAS,8,4,,1
2966,INVERSION DE DATOS GEOFISICOS,8,4,,1
2967,PROSPECCION EECTROMAGNETICA,10,5,,1
2968,GEOFISICA INTEGRAL,10,5,,1
2969,PROCESAMIENTO DE DATOS GEOFISICOS,10,5,,1
296,EXPLOT Y TRATAMI DE MINERALE,6,3,,1
298,FISICA DE LAS ONDAS,9,4.5,,1
3001,PROYECTO DE INVEST.ING.ELECTRIC-ELEC,6,3,,1
3002,SISTEMAS ELECTRONICOS,8,4,,1
3003,SISTEMAS OPERATIVOS EN TIEMPO REAL,8,4,,1
3006,SEGURIDAD E INSTALACIONES HOSPITALAR,8,4,,1
3007,TEMAS SEL. DE INGENIERIA BIOMEDICA,6,3,,1
3008,ENERGIAS RENOVABLES,8,4,,1
3009,FUNDAMENTOS DE INGENIERIA NUCLEAR,8,4,,1
300,FISICOQUIMICA,9,4.5,,1
3010,HERRAM.COMPUTAC.OPTIMZ.SIST.ENERGET.,8,4,,1
3011,INGENIERIA DE REACTORES NUCLEARES,8,4,,1
3012,INTRODUCCIONA A CONVERSION D ENERGIA,8,4,,1
3013,INTRODUCC. A FISICA DE REACT.NUCLEAR,8,4,,1
3014,INTRODUCC.AHORRO GESTION ENERGETICA,8,4,,1
3015,INTRODUCC.ANALISIS PROBAB.SEGURIDAD,8,4,,1
3016,PLANEACION DE SISTEMAS GENERAC.ELECT,8,4,,1
3017,PLANEACION E INSTALAC.SISTEM.BIOENER,8,4,,1
3019,SEGURIDAD DE REACTORES NUCLEARES,8,4,,1
3020,CREATIVIDAD E INNOVACION,6,3,,1
3021,METODOLOGIA PARA LA PLANEACION,6,3,,1
3022,RELACIONES LABORALES Y ORGANIZACION.,8,4,,1
3023,USO EFICIENTE EQUIPO DE SERVICIOS,8,4,,1
3025,INTRODUCCION A GERENCIA DE PROYECTOS,6,3,,1
3026,PREPARACION DE CURSOS  OBRA PUBLICA,6,3,,1
3027,SEGURIDAD Y PRODUCTIV.EN LAS OBRAS,6,3,,1
3028,SUPERVISION DE OBRAS,6,3,,1
3029,TEMAS ESP. DE CONSTRUCCION I,6,3,,1
3030,TEMAS ESP. DE CONSTRUCCION II,9,4.5,,1
3031,ESTRUCTURAS DE ACERO,9,4.5,,1
3032,ESTRUCTURAS DE MAMPOSTERIA,6,3,,1
3033,INGENIERIA SISMICA,6,3,,1
3034,PUENTES,9,4.5,,1
3035,TEMAS ESP. DE ESTRUCTURAS I,6,3,,1
3036,TEMAS ESP. DE ESTRUCTURAS II,9,4.5,,1
3037,BORDOS Y PRESAS,9,4.5,,1
3038,DINAMICA DE SUELOS,6,3,,1
3039,ESTRUCTURA DE PAVIMENTOS,6,3,,1
3040,FUNDAMENTOS DE MECANICA DE ROCAS,6,3,,1
3041,MECANICA DE SUELOS APLICADA,9,4.5,,1
3042,TEMAS ESP. DE GEOTECNIA I,6,3,,1
3043,TEMAS ESP. DE GEOTECNIA II,9,4.5,,1
3044,AGUA SUBTERRANEA,9,4.5,,1
3045,DISEÑO HIDRAUL. ESTRUCT.RIEGO X GRAV,6,3,,1
3046,HIDRAULICA DE RIOS,6,3,,1
3047,INGENIERIA DE COSTAS,6,3,,1
3048,MODELACION COMPUTACIONAL HIDRAULICA,6,3,,1
3049,TEMAS ESP. DE HIDRAULICA I,6,3,,1
3050,TEMAS ESP. DE HIDRAULICA II,9,4.5,,1
3051,EDIFICIOS SUSTENTABLES,6,3,,1
3052,ENERGIA RENOVABLE EN EDIFICIOS,6,3,,1
3053,ING.MANEJO SUSTENT.AGUA EN EDIFICIOS,6,3,,1
3054,PLANTAS DE TRATAM. AGUA CONSUMO HUM,6,3,,1
3055,PROYECTOS SUSTENTABLES DE INGENIERIA,6,3,,1
3056,TEMAS ESP. DE AMBIENTAL I,6,3,,1
3057,TEMAS ESP. DE AMBIENTAL II,9,4.5,,1
3058,AEROPUERTOS,9,4.5,,1
3059,CARRETERAS,9,4.5,,1
3060,CREATIVIDAD PARA INGENIEROS,6,3,,1
3061,FERROCARRILES,6,3,,1
3062,PUERTOS,9,4.5,,1
3063,TEMAS ESP. DE SISTEMAS II,9,4.5,,1
3064,SISTEMAS MANUFACTURA FLEXIBLE,8,4,,1
3065,COSTOS LOGIST.-SISTEMAS TRANSPORTES,6,3,,1
3066,INTELIGENCIA DE NEGOCIOS,6,3,,1
3067,LOGISTICA INVERSA,6,3,,1
3068,TEMAS SEL.GESTION CADENA SUMINISTROS,6,3,,1
3070,ERGONOMIA EN EL TRABAJO,6,3,,1
3071,INGENIERIA AUTOMOTRIZ I,8,4,,1
3072,MANUFACTURA LEAN,6,3,,1
3073,COMERCIO INTERNACIONAL,6,3,,1
3074,SISTEMAS PRODUCCION AVANZADOS,6,3,,1
3075,TEMAS SEL.PRODUCCION-MANUFACTURA,6,3,,1
3076,FINANZAS COORPORATIVAS,6,3,,1
3077,TEMAS SEL.DIRECCION-CREAC.EMPRESAS,6,3,,1
3078,DISEÑO SUSTENTABLE,8,4,,1
3080,INGENIERIA AUTOMOTRIZ II,8,4,,1
3081,PLANTAS TERMOELECTRICAS Y SIST.COGEN,8,4,,1
3083,TEMAS SEL.INGENIERIA DE DISEÑO I,8,4,,1
3084,TEMAS SEL. INGENIERIA DE DISEÑO II,8,4,,1
3085,TEMAS SEL. DE INGENIERIA MECANICA I,8,4,,1
3086,TEMAS SEL. DE INGENIERIA MECANICA II,8,4,,1
3087,TEMAS SEL.ING.MATERIALES-MANUFAC. I,8,4,,1
3088,TEMAS SEL.ING.MATERIALES-MANUFAC.II,8,4,,1
3089,TEMAS SEL. DE MECATRONICA I,8,4,,1
3090,TEMAS SEL. DE MECATRONICA II,8,4,,1
3091,CIERRE DE OPERACIONES MINERAS,8,4,,1
3092,DEPOSITOS DE RESIDUOS MINEROS,8,4,,1
3093,FENOMENOS INTERFACIALES,8,4,,1
3094,MINERALES NO METALICOS,8,4,,1
3095,MOLIENDA FINA Y ULTRAFINA,8,4,,1
3097,VOLADURA DE ROCAS,8,4,,1
3098,TEMAS SEL. DE PROGRAMACION II,8,4,,1
309,GEOESTADISTICA,6,3,,1
312,GEOLOGIA APLIC. A LA ING.  CIV.,9,4.5,,1
318,GEOLOGIA GENERAL,9,4.5,,1
320,GEOLOGIA DEL PETROLEO,9,4.5,,1
32,ABAST DE AGUA POTABLE,6,3,,1
339,INVESTIGACION OPERACIONES I,8,4,,1
352,INTRODUCCION A LA GEOFISICA,6,3,,1
354,INGENIERIA DE PROCESOS INDUSTRIALES,8,4,,1
370,GEOLOGIA DEL SUBSUELO,6,3,,1
379,HIDROLOGIA,9,4.5,,1
387,INGENIERIA DE SISTEMAS I,6,3,,1
391,INSTALACIONES ELECTROMEC,8,4,,1
406,INTELIGENCIA ARTIFICIAL,8,4,,1
411,GEOQUIMICA,9,4.5,,1
412,EXPLORACION GEOTERMICA,6,3,,1
414,GEOQUIMICA DEL PETROLEO,6,3,,1
416,MECANICA DEL MEDIO CONTINUO,9,4.5,,1
419,EXPLORACION GEOFISICA,9,4.5,,1
422,AUTOMATIZACION,10,5,,1
423,INSTALACIONES ELECTRICAS,8,4,,1
424,GEOLOGIA GENERAL,9,4.5,,1
425,CIRCUITOS PARA COMUNICACIONES,10,5,,1
426,DISPOSITIVOS ELECTRONICOS PROGRAMABL,8,4,,1
427,INTRODUCCION A LA TECNOLOGIA MEMS,8,4,,1
428,AMPLIFICADORES PARA MICROONDAS,6,3,,1
434,COMPILADORES,8,4,,1
440,LABORATORIO DE MAQUINAS TERM,4,2,,1
442,LENGUAJES FORMALES-AUTOMATAS,8,4,,1
461,MECANICA DE FLUIDOS,9,4.5,,1
462,MECANICA D FLUIDOS I,10,5,,1
465,MECANICA DE MATERIALES I,9,4.5,,1
466,MECANICA DE MATERIALES II,9,4.5,,1
468,MECANICA DE ROCAS,6,3,,1
487,MINERALOGIA,9,4.5,,1
493,MICROPALEONTOLOGIA,6,3,,1
495,MECANICA DE SUELOS,6,3,,1
507,INGENIERIA DE MANUFACTURA,10,5,,1
508,MODELADO DE SISTEMAS FISICOS,8,4,,1
