ID_ESTRUCTURA,ID_PLAN,ID_ASIGNATURA,TIPO,ID_SEMESTRE,LABORATORIO
40740428,4074,0428,OPT,0,0
40740700,4074,0700,OPT,0,0
40740767,4074,0767,OPT,0,0
40740768,4074,0768,OPT,0,0
40740918,4074,0918,OPT,0,0
40742006,4074,2006,OPT,0,0
40743001,4074,3001,OPT,0,0
40743002,4074,3002,OPT,0,0
40743003,4074,3003,OPT,0,0
40741055,4074,1055,OPT,0,0
40741789,4074,1789,OPT,0,0
40741790,4074,1790,OPT,0,0
40741791,4074,1791,OPT,0,0
40741792,4074,1792,OPT,0,0
40741793,4074,1793,OPT,0,0
40741794,4074,1794,OPT,0,0
40741795,4074,1795,OPT,0,0
40741796,4074,1796,OPT,0,0
40741057,4074,1057,OPT,0,0
40741059,4074,1059,OPT,0,0
40742103,4074,2103,OPT,0,0
40743020,4074,3020,OPT,0,0
40743021,4074,3021,OPT,0,0
40743022,4074,3022,OPT,0,0
40751120,4075,1120,OBL,1,0
40751121,4075,1121,OBL,1,0
40751122,4075,1122,OBL,1,0
40751123,4075,1123,OBL,1,0
40751124,4075,1124,OBL,1,0
40751220,4075,1220,OBL,2,0
40751221,4075,1221,OBL,2,0
40751222,4075,1222,OBL,2,0
40751227,4075,1227,OBL,2,0
40751228,4075,1228,OBL,2,0
40751321,4075,1321,OBL,3,0
40751325,4075,1325,OBL,3,0
40751332,4075,1332,OBL,3,0
40751437,4075,1437,OBL,3,0
40750944,4075,0944,OBL,4,0
40751414,4075,1414,OBL,4,0
40751433,4075,1433,OBL,4,0
40751436,4075,1436,OBL,4,0
40751443,4075,1443,OBL,4,0
40750129,4075,0129,OBL,5,0
40751592,4075,1592,OBL,5,0
40751593,4075,1593,OBL,5,0
40751594,4075,1594,OBL,5,0
40751624,4075,1624,OBL,5,0
40751780,4075,1780,OBL,5,0
40750879,4075,0879,OBL,6,0
40751413,4075,1413,OBL,6,0
40751618,4075,1618,OBL,6,0
40751997,4075,1997,OBL,6,0
40751998,4075,1998,OBL,6,0
40750558,4075,0558,OBL,7,0
40751617,4075,1617,OBL,7,0
40751723,4075,1723,OBL,7,0
40751936,4075,1936,OBL,7,0
40751999,4075,1999,OBL,7,0
40750422,4075,0422,OBL,8,0
40750423,4075,0423,OBL,8,0
40751822,4075,1822,OBL,8,0
40751937,4075,1937,OBL,8,0
40752901,4075,2901,OBL,8,0
40750145,4075,0145,OBL,9,0
40750692,4075,0692,OBL,9,0
40751016,4075,1016,OBL,9,0
40751052,4075,1052,OBL,9,0
40752904,4075,2904,OBL,9,0
40752905,4075,2905,OBL,9,0
40750627,4075,0627,OBL,10,0
40752080,4075,2080,OBL,10,0
40752906,4075,2906,OBL,10,0
40750607,4075,0607,OPT,0,0
40750754,4075,0754,OPT,0,0
40750930,4075,0930,OPT,0,0
40750949,4075,0949,OPT,0,0
40750955,4075,0955,OPT,0,0
40750957,4075,0957,OPT,0,0
40750967,4075,0967,OPT,0,0
40753001,4075,3001,OPT,0,0
40753006,4075,3006,OPT,0,0
40753007,4075,3007,OPT,0,0
40751055,4075,1055,OPT,0,0
40751789,4075,1789,OPT,0,0
40751790,4075,1790,OPT,0,0
40751791,4075,1791,OPT,0,0
40751792,4075,1792,OPT,0,0
40751793,4075,1793,OPT,0,0
40751794,4075,1794,OPT,0,0
40751795,4075,1795,OPT,0,0
40751796,4075,1796,OPT,0,0
40751057,4075,1057,OPT,0,0
40751059,4075,1059,OPT,0,0
40752103,4075,2103,OPT,0,0
40753020,4075,3020,OPT,0,0
40753021,4075,3021,OPT,0,0
40753022,4075,3022,OPT,0,0
40761120,4076,1120,OBL,1,0
40761121,4076,1121,OBL,1,0
40761122,4076,1122,OBL,1,0
40761123,4076,1123,OBL,1,0
40761124,4076,1124,OBL,1,0
40761220,4076,1220,OBL,2,0
40761221,4076,1221,OBL,2,0
40761222,4076,1222,OBL,2,0
40761227,4076,1227,OBL,2,0
40761228,4076,1228,OBL,2,0
40761321,4076,1321,OBL,3,0
40761325,4076,1325,OBL,3,0
40761332,4076,1332,OBL,3,0
40761437,4076,1437,OBL,3,0
40760944,4076,0944,OBL,4,0
40761414,4076,1414,OBL,4,0
40761433,4076,1433,OBL,4,0
40761436,4076,1436,OBL,4,0
40761443,4076,1443,OBL,4,0
40760129,4076,0129,OBL,5,0
40761592,4076,1592,OBL,5,0
40761593,4076,1593,OBL,5,0
40761594,4076,1594,OBL,5,0
40761624,4076,1624,OBL,5,0
40761780,4076,1780,OBL,5,0
40760879,4076,0879,OBL,6,0
40761413,4076,1413,OBL,6,0
40761618,4076,1618,OBL,6,0
40761997,4076,1997,OBL,6,0
40761998,4076,1998,OBL,6,0
40760558,4076,0558,OBL,7,0
40761617,4076,1617,OBL,7,0
40761723,4076,1723,OBL,7,0
40761936,4076,1936,OBL,7,0
40761999,4076,1999,OBL,7,0
40760422,4076,0422,OBL,8,0
40760423,4076,0423,OBL,8,0
40761822,4076,1822,OBL,8,0
40761937,4076,1937,OBL,8,0
40762901,4076,2901,OBL,8,0
40760145,4076,0145,OBL,9,0
40761016,4076,1016,OBL,9,0
40761052,4076,1052,OBL,9,0
40762912,4076,2912,OBL,9,0
40760627,4076,0627,OBL,10,0
40762080,4076,2080,OBL,10,0
40762009,4076,2009,OPT,0,0
40763001,4076,3001,OPT,0,0
40763008,4076,3008,OPT,0,0
40763009,4076,3009,OPT,0,0
40763010,4076,3010,OPT,0,0
40763011,4076,3011,OPT,0,0
40763012,4076,3012,OPT,0,0
40763013,4076,3013,OPT,0,0
40763014,4076,3014,OPT,0,0
40763015,4076,3015,OPT,0,0
40763016,4076,3016,OPT,0,0
40763017,4076,3017,OPT,0,0
40763019,4076,3019,OPT,0,0
40763023,4076,3023,OPT,0,0
40761055,4076,1055,OPT,0,0
40761789,4076,1789,OPT,0,0
40761790,4076,1790,OPT,0,0
40761791,4076,1791,OPT,0,0
40761792,4076,1792,OPT,0,0
40761793,4076,1793,OPT,0,0
40761794,4076,1794,OPT,0,0
40761795,4076,1795,OPT,0,0
40761796,4076,1796,OPT,0,0
40761057,4076,1057,OPT,0,0
40761059,4076,1059,OPT,0,0
40762103,4076,2103,OPT,0,0
40763020,4076,3020,OPT,0,0
40763021,4076,3021,OPT,0,0
40763022,4076,3022,OPT,0,0
11901100,1190,1100,OBL,1,0
11901102,1190,1102,OBL,1,0
11901107,1190,1107,OBL,1,0
11901108,1190,1108,OBL,1,0
11901109,1190,1109,OBL,1,0
11900062,1190,0062,OBL,2,0
11900065,1190,0065,OBL,2,0
11901112,1190,1112,OBL,2,0
11901207,1190,1207,OBL,2,0
11901211,1190,1211,OBL,2,0
11900063,1190,0063,OBL,3,0
11900066,1190,0066,OBL,3,0
11901306,1190,1306,OBL,3,0
11901312,1190,1312,OBL,3,0
11901314,1190,1314,OBL,3,0
11900712,1190,0712,OBL,4,0
11901418,1190,1418,OBL,4,0
11901420,1190,1420,OBL,4,0
11901422,1190,1422,OBL,4,0
11901429,1190,1429,OBL,4,0
11902188,1190,2188,OBL,4,0
11901551,1190,1551,OBL,5,0
11901552,1190,1552,OBL,5,0
11901553,1190,1553,OBL,5,0
11901554,1190,1554,OBL,5,0
11901562,1190,1562,OBL,5,0
11901654,1190,1654,OBL,6,0
11901670,1190,1670,OBL,6,0
11901671,1190,1671,OBL,6,0
11901672,1190,1672,OBL,6,0
11901686,1190,1686,OBL,6,0
11901669,1190,1669,OBL,7,0
11901762,1190,1762,OBL,7,0
11901763,1190,1763,OBL,7,0
11901764,1190,1764,OBL,7,0
11901767,1190,1767,OBL,7,0
11901865,1190,1865,OBL,7,0
11901765,1190,1765,OBL,8,0
11901766,1190,1766,OBL,8,0
11901866,1190,1866,OBL,8,0
11901879,1190,1879,OBL,8,0
11900762,1190,0762,OBL,9,0
11900943,1190,0943,OPT,0,0
11900944,1190,0944,OPT,0,0
11900945,1190,0945,OPT,0,0
11900946,1190,0946,OPT,0,0
11900947,1190,0947,OPT,0,0
11900950,1190,0950,OPT,0,0
11901523,1190,1523,OPT,0,0
11901685,1190,1685,OPT,0,0
11901745,1190,1745,OPT,0,0
11900953,1190,0953,OPT,0,0
11901416,1190,1416,OPT,0,0
11902010,1190,2010,OPT,0,0
11911100,1191,1100,OBL,1,0
11911102,1191,1102,OBL,1,0
11911107,1191,1107,OBL,1,0
11911108,1191,1108,OBL,1,0
11911109,1191,1109,OBL,1,0
11910062,1191,0062,OBL,2,0
11910065,1191,0065,OBL,2,0
11911112,1191,1112,OBL,2,0
11911207,1191,1207,OBL,2,0
11911211,1191,1211,OBL,2,0
11910063,1191,0063,OBL,3,0
11910066,1191,0066,OBL,3,0
11911306,1191,1306,OBL,3,0
11911312,1191,1312,OBL,3,0
11911314,1191,1314,OBL,3,0
11910712,1191,0712,OBL,4,0
11911418,1191,1418,OBL,4,0
11911420,1191,1420,OBL,4,0
11911422,1191,1422,OBL,4,0
11911429,1191,1429,OBL,4,0
11912188,1191,2188,OBL,4,0
11911551,1191,1551,OBL,5,0
11911552,1191,1552,OBL,5,0
11911553,1191,1553,OBL,5,0
11911554,1191,1554,OBL,5,0
11911562,1191,1562,OBL,5,0
11911654,1191,1654,OBL,6,0
11911670,1191,1670,OBL,6,0
11911671,1191,1671,OBL,6,0
11911672,1191,1672,OBL,6,0
11911686,1191,1686,OBL,6,0
11911669,1191,1669,OBL,7,0
11911762,1191,1762,OBL,7,0
11911763,1191,1763,OBL,7,0
11911764,1191,1764,OBL,7,0
11911767,1191,1767,OBL,7,0
11911865,1191,1865,OBL,7,0
11911765,1191,1765,OBL,8,0
11911766,1191,1766,OBL,8,0
11911866,1191,1866,OBL,8,0
11911879,1191,1879,OBL,8,0
11910762,1191,0762,OBL,9,0
11910674,1191,0674,OPT,0,0
11910687,1191,0687,OPT,0,0
11910919,1191,0919,OPT,0,0
11910213,1191,0213,OPT,0,0
11910678,1191,0678,OPT,0,0
11910693,1191,0693,OPT,0,0
11910755,1191,0755,OPT,0,0
11910756,1191,0756,OPT,0,0
11910917,1191,0917,OPT,0,0
11910918,1191,0918,OPT,0,0
11910943,1191,0943,OPT,0,0
11910944,1191,0944,OPT,0,0
11910945,1191,0945,OPT,0,0
11910946,1191,0946,OPT,0,0
11910947,1191,0947,OPT,0,0
11910950,1191,0950,OPT,0,0
11910961,1191,0961,OPT,0,0
11911523,1191,1523,OPT,0,0
11911685,1191,1685,OPT,0,0
11911745,1191,1745,OPT,0,0
11911958,1191,1958,OPT,0,0
11912135,1191,2135,OPT,0,0
11910953,1191,0953,OPT,0,0
11911416,1191,1416,OPT,0,0
11912010,1191,2010,OPT,0,0
11921100,1192,1100,OBL,1,0
11921102,1192,1102,OBL,1,0
11921107,1192,1107,OBL,1,0
11921108,1192,1108,OBL,1,0
11921109,1192,1109,OBL,1,0
11920062,1192,0062,OBL,2,0
11920065,1192,0065,OBL,2,0
11921112,1192,1112,OBL,2,0
11921207,1192,1207,OBL,2,0
11921211,1192,1211,OBL,2,0
11920063,1192,0063,OBL,3,0
11920066,1192,0066,OBL,3,0
11921306,1192,1306,OBL,3,0
11921312,1192,1312,OBL,3,0
11921314,1192,1314,OBL,3,0
11920712,1192,0712,OBL,4,0
11921418,1192,1418,OBL,4,0
11921420,1192,1420,OBL,4,0
11921422,1192,1422,OBL,4,0
11921429,1192,1429,OBL,4,0
11922188,1192,2188,OBL,4,0
11921551,1192,1551,OBL,5,0
11921552,1192,1552,OBL,5,0
11921553,1192,1553,OBL,5,0
11921554,1192,1554,OBL,5,0
11921562,1192,1562,OBL,5,0
11921654,1192,1654,OBL,6,0
11921670,1192,1670,OBL,6,0
11921671,1192,1671,OBL,6,0
11921672,1192,1672,OBL,6,0
11921686,1192,1686,OBL,6,0
11921669,1192,1669,OBL,7,0
11921762,1192,1762,OBL,7,0
11921763,1192,1763,OBL,7,0
11921764,1192,1764,OBL,7,0
11921767,1192,1767,OBL,7,0
11921865,1192,1865,OBL,7,0
11921765,1192,1765,OBL,8,0
11921766,1192,1766,OBL,8,0
11921866,1192,1866,OBL,8,0
11921879,1192,1879,OBL,8,0
11920762,1192,0762,OBL,9,0
11920606,1192,0606,OPT,0,0
11920681,1192,0681,OPT,0,0
11920880,1192,0880,OPT,0,0
11920916,1192,0916,OPT,0,0
11920530,1192,0530,OPT,0,0
11920640,1192,0640,OPT,0,0
11920675,1192,0675,OPT,0,0
11920682,1192,0682,OPT,0,0
11920755,1192,0755,OPT,0,0
11920758,1192,0758,OPT,0,0
11920917,1192,0917,OPT,0,0
11920943,1192,0943,OPT,0,0
11920944,1192,0944,OPT,0,0
11920945,1192,0945,OPT,0,0
11920946,1192,0946,OPT,0,0
11920947,1192,0947,OPT,0,0
11920950,1192,0950,OPT,0,0
11920963,1192,0963,OPT,0,0
11920964,1192,0964,OPT,0,0
11921523,1192,1523,OPT,0,0
11921685,1192,1685,OPT,0,0
11921745,1192,1745,OPT,0,0
11920953,1192,0953,OPT,0,0
11921416,1192,1416,OPT,0,0
11922010,1192,2010,OPT,0,0
11931100,1193,1100,OBL,1,0
11931102,1193,1102,OBL,1,0
11931107,1193,1107,OBL,1,0
11931108,1193,1108,OBL,1,0
11931109,1193,1109,OBL,1,0
11930062,1193,0062,OBL,2,0
11930065,1193,0065,OBL,2,0
11931112,1193,1112,OBL,2,0
11931207,1193,1207,OBL,2,0
11931211,1193,1211,OBL,2,0
11930063,1193,0063,OBL,3,0
11930066,1193,0066,OBL,3,0
11931306,1193,1306,OBL,3,0
11931312,1193,1312,OBL,3,0
11931314,1193,1314,OBL,3,0
11930712,1193,0712,OBL,4,0
11931418,1193,1418,OBL,4,0
11931420,1193,1420,OBL,4,0
11931422,1193,1422,OBL,4,0
11931429,1193,1429,OBL,4,0
11932188,1193,2188,OBL,4,0
11931551,1193,1551,OBL,5,0
11931552,1193,1552,OBL,5,0
11931553,1193,1553,OBL,5,0
11931554,1193,1554,OBL,5,0
11931562,1193,1562,OBL,5,0
11931654,1193,1654,OBL,6,0
11931670,1193,1670,OBL,6,0
11931671,1193,1671,OBL,6,0
11931672,1193,1672,OBL,6,0
11931686,1193,1686,OBL,6,0
11931669,1193,1669,OBL,7,0
11931762,1193,1762,OBL,7,0
11931763,1193,1763,OBL,7,0
11931764,1193,1764,OBL,7,0
11931767,1193,1767,OBL,7,0
11931865,1193,1865,OBL,7,0
11931765,1193,1765,OBL,8,0
11931766,1193,1766,OBL,8,0
11931866,1193,1866,OBL,8,0
11931879,1193,1879,OBL,8,0
11930762,1193,0762,OBL,9,0
11930608,1193,0608,OPT,0,0
11930609,1193,0609,OPT,0,0
11930620,1193,0620,OPT,0,0
11930684,1193,0684,OPT,0,0
11930695,1193,0695,OPT,0,0
11930755,1193,0755,OPT,0,0
11930917,1193,0917,OPT,0,0
11930943,1193,0943,OPT,0,0
11930944,1193,0944,OPT,0,0
11930945,1193,0945,OPT,0,0
11930946,1193,0946,OPT,0,0
11930947,1193,0947,OPT,0,0
11930950,1193,0950,OPT,0,0
11930958,1193,0958,OPT,0,0
11931523,1193,1523,OPT,0,0
11931685,1193,1685,OPT,0,0
11931745,1193,1745,OPT,0,0
11930953,1193,0953,OPT,0,0
11931416,1193,1416,OPT,0,0
11932010,1193,2010,OPT,0,0
11941100,1194,1100,OBL,1,0
11941102,1194,1102,OBL,1,0
11941107,1194,1107,OBL,1,0
11941108,1194,1108,OBL,1,0
11941109,1194,1109,OBL,1,0
11940062,1194,0062,OBL,2,0
11940065,1194,0065,OBL,2,0
11941112,1194,1112,OBL,2,0
11941207,1194,1207,OBL,2,0
11941211,1194,1211,OBL,2,0
11940063,1194,0063,OBL,3,0
11940066,1194,0066,OBL,3,0
11941306,1194,1306,OBL,3,0
11941312,1194,1312,OBL,3,0
11941314,1194,1314,OBL,3,0
11940712,1194,0712,OBL,4,0
11941418,1194,1418,OBL,4,0
11941420,1194,1420,OBL,4,0
11941422,1194,1422,OBL,4,0
11941429,1194,1429,OBL,4,0
11942188,1194,2188,OBL,4,0
11941551,1194,1551,OBL,5,0
11941552,1194,1552,OBL,5,0
11941553,1194,1553,OBL,5,0
11941554,1194,1554,OBL,5,0
11941562,1194,1562,OBL,5,0
11941654,1194,1654,OBL,6,0
11941670,1194,1670,OBL,6,0
11941671,1194,1671,OBL,6,0
11941672,1194,1672,OBL,6,0
11941686,1194,1686,OBL,6,0
11941669,1194,1669,OBL,7,0
11941762,1194,1762,OBL,7,0
11941763,1194,1763,OBL,7,0
11941764,1194,1764,OBL,7,0
11941767,1194,1767,OBL,7,0
11941865,1194,1865,OBL,7,0
11941765,1194,1765,OBL,8,0
11941766,1194,1766,OBL,8,0
11941866,1194,1866,OBL,8,0
11941879,1194,1879,OBL,8,0
11940762,1194,0762,OBL,9,0
11940674,1194,0674,OPT,0,0
11940676,1194,0676,OPT,0,0
11940951,1194,0951,OPT,0,0
11940968,1194,0968,OPT,0,0
11940213,1194,0213,OPT,0,0
11940602,1194,0602,OPT,0,0
11940606,1194,0606,OPT,0,0
11940682,1194,0682,OPT,0,0
11940689,1194,0689,OPT,0,0
11940695,1194,0695,OPT,0,0
11940755,1194,0755,OPT,0,0
11940917,1194,0917,OPT,0,0
11940928,1194,0928,OPT,0,0
11940943,1194,0943,OPT,0,0
11940944,1194,0944,OPT,0,0
11940945,1194,0945,OPT,0,0
11940946,1194,0946,OPT,0,0
11940947,1194,0947,OPT,0,0
11940950,1194,0950,OPT,0,0
11940962,1194,0962,OPT,0,0
11941523,1194,1523,OPT,0,0
11941685,1194,1685,OPT,0,0
11941745,1194,1745,OPT,0,0
11940953,1194,0953,OPT,0,0
11941416,1194,1416,OPT,0,0
11942010,1194,2010,OPT,0,0
11951100,1195,1100,OBL,1,0
11951102,1195,1102,OBL,1,0
11951107,1195,1107,OBL,1,0
11951108,1195,1108,OBL,1,0
11951109,1195,1109,OBL,1,0
11950062,1195,0062,OBL,2,0
11950065,1195,0065,OBL,2,0
11951112,1195,1112,OBL,2,0
11951207,1195,1207,OBL,2,0
11951211,1195,1211,OBL,2,0
11950063,1195,0063,OBL,3,0
11950066,1195,0066,OBL,3,0
11951306,1195,1306,OBL,3,0
11951312,1195,1312,OBL,3,0
11951314,1195,1314,OBL,3,0
11950712,1195,0712,OBL,4,0
11951418,1195,1418,OBL,4,0
11951420,1195,1420,OBL,4,0
11951422,1195,1422,OBL,4,0
11951429,1195,1429,OBL,4,0
11952188,1195,2188,OBL,4,0
11951551,1195,1551,OBL,5,0
11951552,1195,1552,OBL,5,0
11951553,1195,1553,OBL,5,0
11951554,1195,1554,OBL,5,0
11951562,1195,1562,OBL,5,0
11951654,1195,1654,OBL,6,0
11951670,1195,1670,OBL,6,0
11951671,1195,1671,OBL,6,0
11951672,1195,1672,OBL,6,0
11951686,1195,1686,OBL,6,0
11951669,1195,1669,OBL,7,0
11951762,1195,1762,OBL,7,0
11951763,1195,1763,OBL,7,0
11951764,1195,1764,OBL,7,0
11951767,1195,1767,OBL,7,0
11951865,1195,1865,OBL,7,0
11951765,1195,1765,OBL,8,0
11951766,1195,1766,OBL,8,0
11951866,1195,1866,OBL,8,0
11951879,1195,1879,OBL,8,0
11950762,1195,0762,OBL,9,0
11950575,1195,0575,OPT,0,0
11950602,1195,0602,OPT,0,0
11950677,1195,0677,OPT,0,0
11950686,1195,0686,OPT,0,0
11950689,1195,0689,OPT,0,0
11950699,1195,0699,OPT,0,0
11950751,1195,0751,OPT,0,0
11950752,1195,0752,OPT,0,0
11950753,1195,0753,OPT,0,0
11950755,1195,0755,OPT,0,0
11950756,1195,0756,OPT,0,0
11950757,1195,0757,OPT,0,0
11950917,1195,0917,OPT,0,0
11950929,1195,0929,OPT,0,0
11950943,1195,0943,OPT,0,0
11950944,1195,0944,OPT,0,0
11950945,1195,0945,OPT,0,0
11950946,1195,0946,OPT,0,0
11950947,1195,0947,OPT,0,0
11950950,1195,0950,OPT,0,0
11950959,1195,0959,OPT,0,0
11950965,1195,0965,OPT,0,0
11950966,1195,0966,OPT,0,0
11951523,1195,1523,OPT,0,0
11951685,1195,1685,OPT,0,0
11951745,1195,1745,OPT,0,0
11950953,1195,0953,OPT,0,0
11951416,1195,1416,OPT,0,0
11952010,1195,2010,OPT,0,0
11961100,1196,1100,OBL,1,0
11961102,1196,1102,OBL,1,0
11961107,1196,1107,OBL,1,0
11961108,1196,1108,OBL,1,0
11961109,1196,1109,OBL,1,0
11960062,1196,0062,OBL,2,0
11960065,1196,0065,OBL,2,0
11961112,1196,1112,OBL,2,0
11961207,1196,1207,OBL,2,0
11961211,1196,1211,OBL,2,0
11960063,1196,0063,OBL,3,0
11960066,1196,0066,OBL,3,0
11961306,1196,1306,OBL,3,0
11961312,1196,1312,OBL,3,0
11961314,1196,1314,OBL,3,0
11960712,1196,0712,OBL,4,0
11961418,1196,1418,OBL,4,0
11961420,1196,1420,OBL,4,0
11961422,1196,1422,OBL,4,0
11961429,1196,1429,OBL,4,0
11962188,1196,2188,OBL,4,0
11961551,1196,1551,OBL,5,0
11961552,1196,1552,OBL,5,0
11961553,1196,1553,OBL,5,0
11961554,1196,1554,OBL,5,0
11961562,1196,1562,OBL,5,0
11961654,1196,1654,OBL,6,0
11961670,1196,1670,OBL,6,0
11961671,1196,1671,OBL,6,0
11961672,1196,1672,OBL,6,0
11961686,1196,1686,OBL,6,0
11961669,1196,1669,OBL,7,0
11961762,1196,1762,OBL,7,0
11961763,1196,1763,OBL,7,0
11961764,1196,1764,OBL,7,0
11961767,1196,1767,OBL,7,0
11961865,1196,1865,OBL,7,0
11961765,1196,1765,OBL,8,0
11961766,1196,1766,OBL,8,0
11961866,1196,1866,OBL,8,0
11961879,1196,1879,OBL,8,0
11960762,1196,0762,OBL,9,0
11960621,1196,0621,OPT,0,0
11960692,1196,0692,OPT,0,0
11960754,1196,0754,OPT,0,0
11960936,1196,0936,OPT,0,0
11960607,1196,0607,OPT,0,0
11960755,1196,0755,OPT,0,0
11960917,1196,0917,OPT,0,0
11960930,1196,0930,OPT,0,0
11960942,1196,0942,OPT,0,0
11960943,1196,0943,OPT,0,0
11960944,1196,0944,OPT,0,0
11960945,1196,0945,OPT,0,0
11960946,1196,0946,OPT,0,0
11960947,1196,0947,OPT,0,0
11960949,1196,0949,OPT,0,0
11960950,1196,0950,OPT,0,0
11960955,1196,0955,OPT,0,0
11960957,1196,0957,OPT,0,0
11960967,1196,0967,OPT,0,0
11961523,1196,1523,OPT,0,0
11961685,1196,1685,OPT,0,0
11961745,1196,1745,OPT,0,0
11960953,1196,0953,OPT,0,0
11961416,1196,1416,OPT,0,0
11962010,1196,2010,OPT,0,0
14221100,1422,1100,OBL,1,0
14221102,1422,1102,OBL,1,0
14221107,1422,1107,OBL,1,0
14221108,1422,1108,OBL,1,0
14221109,1422,1109,OBL,1,0
14220062,1422,0062,OBL,2,0
14220065,1422,0065,OBL,2,0
14221112,1422,1112,OBL,2,0
14221207,1422,1207,OBL,2,0
14221211,1422,1211,OBL,2,0
14220063,1422,0063,OBL,3,0
14220066,1422,0066,OBL,3,0
14221306,1422,1306,OBL,3,0
14221312,1422,1312,OBL,3,0
14221314,1422,1314,OBL,3,0
14220712,1422,0712,OBL,4,0
14221418,1422,1418,OBL,4,0
14221420,1422,1420,OBL,4,0
14221422,1422,1422,OBL,4,0
14221429,1422,1429,OBL,4,0
14221551,1422,1551,OBL,5,0
14221552,1422,1552,OBL,5,0
14221553,1422,1553,OBL,5,0
14221554,1422,1554,OBL,5,0
14221562,1422,1562,OBL,5,0
14221654,1422,1654,OBL,6,0
14221670,1422,1670,OBL,6,0
14221671,1422,1671,OBL,6,0
14221672,1422,1672,OBL,6,0
14221686,1422,1686,OBL,6,0
14222188,1422,2188,OBL,6,0
14221669,1422,1669,OBL,7,0
14221762,1422,1762,OBL,7,0
14221763,1422,1763,OBL,7,0
14221764,1422,1764,OBL,7,0
14221767,1422,1767,OBL,7,0
14221865,1422,1865,OBL,7,0
14221765,1422,1765,OBL,8,0
14221766,1422,1766,OBL,8,0
14221866,1422,1866,OBL,8,0
14221879,1422,1879,OBL,8,0
14220762,1422,0762,OBL,9,0
14220953,1422,0953,OPT,0,0
14221416,1422,1416,OPT,0,0
14222010,1422,2010,OPT,0,0
14220943,1422,0943,OPT,0,0
14220944,1422,0944,OPT,0,0
14220945,1422,0945,OPT,0,0
14220946,1422,0946,OPT,0,0
14220947,1422,0947,OPT,0,0
14220950,1422,0950,OPT,0,0
14221523,1422,1523,OPT,0,0
14221685,1422,1685,OPT,0,0
14221745,1422,1745,OPT,0,0
14231100,1423,1100,OBL,1,0
14231102,1423,1102,OBL,1,0
14231107,1423,1107,OBL,1,0
14231108,1423,1108,OBL,1,0
14231109,1423,1109,OBL,1,0
14230062,1423,0062,OBL,2,0
14230065,1423,0065,OBL,2,0
14231112,1423,1112,OBL,2,0
14231207,1423,1207,OBL,2,0
14231211,1423,1211,OBL,2,0
14230063,1423,0063,OBL,3,0
14230066,1423,0066,OBL,3,0
14231306,1423,1306,OBL,3,0
14231312,1423,1312,OBL,3,0
14231314,1423,1314,OBL,3,0
14230712,1423,0712,OBL,4,0
14231418,1423,1418,OBL,4,0
14231420,1423,1420,OBL,4,0
14231422,1423,1422,OBL,4,0
14231429,1423,1429,OBL,4,0
14231551,1423,1551,OBL,5,0
14231552,1423,1552,OBL,5,0
14231553,1423,1553,OBL,5,0
14231554,1423,1554,OBL,5,0
14231562,1423,1562,OBL,5,0
14231654,1423,1654,OBL,6,0
14231670,1423,1670,OBL,6,0
14231671,1423,1671,OBL,6,0
14231672,1423,1672,OBL,6,0
14231686,1423,1686,OBL,6,0
14232188,1423,2188,OBL,6,0
14231669,1423,1669,OBL,7,0
14231762,1423,1762,OBL,7,0
14231763,1423,1763,OBL,7,0
14231764,1423,1764,OBL,7,0
14231767,1423,1767,OBL,7,0
14231865,1423,1865,OBL,7,0
14231765,1423,1765,OBL,8,0
14231766,1423,1766,OBL,8,0
14231866,1423,1866,OBL,8,0
14231879,1423,1879,OBL,8,0
14230762,1423,0762,OBL,9,0
14230674,1423,0674,OPT,0,0
14230687,1423,0687,OPT,0,0
14230919,1423,0919,OPT,0,0
14230213,1423,0213,OPT,0,0
14230678,1423,0678,OPT,0,0
14230693,1423,0693,OPT,0,0
14230755,1423,0755,OPT,0,0
14230756,1423,0756,OPT,0,0
14230917,1423,0917,OPT,0,0
14230918,1423,0918,OPT,0,0
14230961,1423,0961,OPT,0,0
14231958,1423,1958,OPT,0,0
14232135,1423,2135,OPT,0,0
14230953,1423,0953,OPT,0,0
14231416,1423,1416,OPT,0,0
14232010,1423,2010,OPT,0,0
14230943,1423,0943,OPT,0,0
14230944,1423,0944,OPT,0,0
14230945,1423,0945,OPT,0,0
14230946,1423,0946,OPT,0,0
14230947,1423,0947,OPT,0,0
14230950,1423,0950,OPT,0,0
14231523,1423,1523,OPT,0,0
14231685,1423,1685,OPT,0,0
14231745,1423,1745,OPT,0,0
14241100,1424,1100,OBL,1,0
14241102,1424,1102,OBL,1,0
14241107,1424,1107,OBL,1,0
14241108,1424,1108,OBL,1,0
14241109,1424,1109,OBL,1,0
14240062,1424,0062,OBL,2,0
14240065,1424,0065,OBL,2,0
14241112,1424,1112,OBL,2,0
14241207,1424,1207,OBL,2,0
14241211,1424,1211,OBL,2,0
14240063,1424,0063,OBL,3,0
14240066,1424,0066,OBL,3,0
14241306,1424,1306,OBL,3,0
14241312,1424,1312,OBL,3,0
14241314,1424,1314,OBL,3,0
14240712,1424,0712,OBL,4,0
14241418,1424,1418,OBL,4,0
14241420,1424,1420,OBL,4,0
14241422,1424,1422,OBL,4,0
14241429,1424,1429,OBL,4,0
14241551,1424,1551,OBL,5,0
14241552,1424,1552,OBL,5,0
14241553,1424,1553,OBL,5,0
14241554,1424,1554,OBL,5,0
